_ROW,_FIVETRAN_SYNCED,SURVEY_ID,GROUP_NAME,FILTER_ID,CRITERIA,NAME,COUNT,SURVEY_LABEL,READ_ONLY,ID
522,2025-11-04 14:04:30,373075,"Frequency (1, 2-3, 4+)",21361287,Q3 between 2 and 3,2-3,378,HISPANIC,FALSE,21361287
314,2025-11-04 14:04:30,374821,Creative,24969060,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727227)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727227)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727227)
		)
	)
))",Size/Length - 6s,2834,CORE,FALSE,24969060
77,2025-11-04 14:04:30,374821,Activity,22228357,"(substring(Q241,8,1)='2')",Watched MLS,3746,CORE,FALSE,22228357
506,2025-11-04 14:04:30,373075,Employment Status,21583726,(Q268=6),None of the above,328,HISPANIC,FALSE,21583726
101,2025-11-04 14:04:30,374821,Overall,22236815,((Q3= 0)) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE ((Q161=1))) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=79821 and site=1784))) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=79821 and site=22693))) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=79821 and site=9291))) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE ((Q4 = '12430861'))) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=79821 and site=25281))) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=79821 and site=10535))) AND ID NOT IN (SELECT ID FROM Answers374821 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=79821 and site=19645))),Control (Ignite Only),6491,CORE,TRUE,22236815
378,2025-11-04 14:04:30,374821,Site,25033335,(Q4 = '12594080'),Amazon CTV  (UK),0,CORE,FALSE,25033335
258,2025-11-04 14:04:30,374821,Creative,24969003,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727410)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727410)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727410)
		)
	)
))",Placement Publisher - VEVO,571,CORE,FALSE,24969003
45,2025-11-04 14:04:30,374821,Past Brand Recency - Amazon,22228325,(Q235_4 in (0)),Several times a week,7835,CORE,FALSE,22228325
290,2025-11-04 14:04:30,374821,Creative,24969036,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727371)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727371)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727371)
		)
	)
))",Size/Length - :60,10,CORE,FALSE,24969036
306,2025-11-04 14:04:30,374821,Creative,24969052,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727216)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727216)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727216)
		)
	)
))",Size/Length - 320x50,1909,CORE,FALSE,24969052
189,2025-11-04 14:04:30,374821,Creative,24968934,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727373)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727373)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727373)
		)
	)
))","Format - Static, Video",65,CORE,FALSE,24968934
21,2025-11-04 14:04:30,374821,Delivery Category,22228249,"(substring(Q231,4,1)='2')","Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",14579,CORE,FALSE,22228249
322,2025-11-04 14:04:30,374821,Creative,24969068,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727229)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727229)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727229)
		)
	)
))",Theme - DashPass,8474,CORE,FALSE,24969068
330,2025-11-04 14:04:30,374821,Creative,24969076,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727248)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727248)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727248)
		)
	)
))",Theme - Hispanic,4934,CORE,FALSE,24969076
338,2025-11-04 14:04:30,374821,Creative,24969084,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727326)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727326)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727326)
		)
	)
))",Theme - NV Health,1202,CORE,FALSE,24969084
37,2025-11-04 14:04:30,374821,Past Brand Recency - Uber Eats,22228317,(Q235_2 in (0)),Several times a week,5141,CORE,FALSE,22228317
346,2025-11-04 14:04:30,374821,Site All Hits,25033263,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=5068) or (Q2 like '%12441845%' or Q2 like '%12504877%' or Q2 like '%12593935%' or Q2 like '%12594067%' or Q2 like '%12687818%' or Q2 like '%12689949%'),Amazon (CA),0,CORE,FALSE,25033263
157,2025-11-04 14:04:30,374821,Creative,24968901,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727348)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727348)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727348)
		)
	)
))",Creative Publisher - Katz Media,0,CORE,FALSE,24968901
642,2025-11-04 14:04:30,373075,Site,25000305,(Q4 = '12594106'),Amazon CTV (AU),0,HISPANIC,FALSE,25000305
173,2025-11-04 14:04:30,374821,Creative,24968918,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727353)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727353)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727353)
		)
	)
))","Creative Publisher - Peacock, Tubi, EyeQ",0,CORE,FALSE,24968918
354,2025-11-04 14:04:30,374821,Site All Hits,25033337,(Q4 = '12594080') or (Q2 like '%12594080%'),Amazon CTV  (UK),0,CORE,FALSE,25033337
5,2025-11-04 14:04:30,374821,Site All Hits,22175113,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=13883) or (Q2 like '%12439764%' or Q2 like '%12439766%'),Pandora Auto (US),25,CORE,FALSE,22175113
650,2025-11-04 14:04:30,373075,Site,25000289,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=22778),Amazon Tablet (CA),0,HISPANIC,FALSE,25000289
229,2025-11-04 14:04:30,374821,Creative,24968974,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727384)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727384)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727384)
		)
	)
))",Placement Publisher - MSGi – MSG NATIONAL PROPRTS,0,CORE,FALSE,24968974
362,2025-11-04 14:04:30,374821,Site All Hits,25033349,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=24254) or (Q2 like '%12594107%' or Q2 like '%12693135%'),Amazon Mobile (MX),0,CORE,FALSE,25033349
